Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
12221111;360000.0;1115.0;2004.12.01;Normál;Sedan;158441.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.11.01;185/65R14;Eladóvá vált szeretett autónk, 9 éven, és több mint 100ezer km-en át szolgált minket nagyobb problémák nélkül, megbízhatóan. Az alapvető gondoskodást (olajcsere, szűrőcsere) mindig megkapta, vezérműszíj, görgők, vízpumpa 98ezer km-nél cserélve márkaszervizben (számlával szervizkönyvvel igazoltan ). Még használható gumigarnitúrát adok hozzá: nyári kb. 3mm, téli kb. 4mm (fotózva), mindkettő acélfelnire szerelve. Hibái: ez a példány az első darabok egyike, fényezési hibái erre vezethetők vissza, a karosszéria elemek között árnyalatnyi különbség látható. Jobb hátsó kerékív-küszöbnél kis sérülés (fotózva), a fényezés itt-ott már hólyagosodik, kisebb karcolások előfordulnak, a 13 év használat nem múlik el nyomok nélkül. Az első spoiler repedt, de egyben van. A műszerfalon a sárga tengeralattjáró világít. Aki kedvező áron megbízható, olcsó fenntartású kocsit keres, annak jó választás lehet ez az autó. A felmerült kérdésekre (amennyiben tudok) szívesen válaszolok, az autót megtekinteni előre egyeztetett időpontban lehetséges. A meghirdetett vételár fix, alkudozáshoz se időm, se kedvem nincs.;['pótkerék', 'fényszóró magasságállítás', 'vonóhorog', 'vezetőoldali légzsák', 'indításgátló (immobiliser)', 'centrálzár', 'azonnal elvihető', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'törzskönyv'];Hernád (2376);Hernád;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Piros;;;Világosszürke;;;Sötétszürke;;;Lemeztető;175/65R14;;;;;;;;;;;;;;-4978 days +05:28:37.661634000;105 days 05:28:37.653341000
12232055;1149999.0;3562.0;2009.11.01;Kitűnő;Kombi;112000.0;5.0;5.0;1205.0;1796.0;700liter;;Dízel;1461.0;63kW,86LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.11.01;185/65R15;HIBÁTLAN ÁLLAPOTBAN. SZERVIZKÖNYV, ÖSSZES KULCS. Nyitva tartásunk nem állandó, kizárólag előzetes egyeztetés után tekinthetőek meg gépjárműveink, megbeszélés után akár hétvégén is. Használt autóink előéletét a legjobb tudomásunk szerint közvetítjük érdeklődőink felé, azonban a tévedés, eltérés jogát fenntartjuk.;['ABS (blokkolásgátló)', 'centrálzár', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'első tulajdonostól', 'keveset futott', 'nem dohányzó', 'szervizkönyv'];Székesfehérvár Móri út 154;;Személyautó;DACIA;2018.07.18;;;;86.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;;;;;;;;;;;;;;;;;;-3182 days +05:28:37.661634000;470 days 05:28:37.653341000
12236797;1199000.0;3714.0;2009.12.01;Megkímélt;Kombi;142000.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.11.01;185/65R15;MEGKÍMÉLT ÁLLAPOTBAN, GARANTÁLT KM! Előzetes időpont egyeztetés szükséges.;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'elektromos ablak elöl', 'színezett üveg', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'CD-s autórádió', '6 hangszóró', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];8000 Székesfehérvár Sárkeresztúri út 147.;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);;;;;;;;;;;;;;;;;;;;;;;;-3152 days +05:28:37.661634000;470 days 05:28:37.653341000
12240169;490000.0;1518.0;2006.03.01;Megkímélt;Sedan;188585.0;5.0;4.0;1140.0;1600.0;510liter;;Dízel;1461.0;50kW,68LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, magyar okmányokkal;2018.11.01;165/80R14;Az autó korának megfelelő állapotban van. Műszakilag probléma mentes. Motorja szépen és egészségesen jár. AZ ÁR MINIMÁLISAN ALKUKÉPES, jöjjön el hozzánk és egyezzünk meg! Amennyiben beszámítaná Suzukiját a hirdetéseinkben szereplő eltérő márkájú autók valamelyikére, keressen minket bátran bizalommal. További információ, esetleges kérdések esetén telefonon és e-mailben is elérhetőek vagyunk. Tekintse meg további hirdetéseinket a járművek ugyanitt menüpont alatt, egyes autóink akciós áron vásárolhatóak meg.;['plüss kárpit', 'ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'szervokormány', 'részecskeszűrő', 'ködlámpa', 'nem dohányzó', 'rendszeresen karbantartott'];Barta Auto 2000 Kft;Szekszárd;Személyautó;DACIA;2018.07.18;;;;68.0;Manuális;5.0;Nincs;LOGAN;Szürke;UU1LSDJKF35540992;;Szürke;;;;;;;;;;;;;;;;;;;;;-4523 days +05:28:37.661634000;105 days 05:28:37.653341000
12300991;799999.0;2478.0;2013.12.01;Sérült;Kombi;89253.0;5.0;5.0;974.0;1505.0;510liter;Manuálisklíma;Benzin;1149.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;185/65R15;Az autó magyarországi, rendezett papírokkal, 2 db gyári kulccsal. Gépjármű megtekintéséhez egyeztessen időpontot telefonon minden esetben! Kisebb-nagyobb csere, bizományos autó értékesítés lehetséges.;['plüss kárpit', 'ülésmagasság állítás', 'függönylégzsák', 'hátsó oldal légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'tempomat', 'CD-s autórádió', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];1182 Budapest, Kossuth Lajos utca 154;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Barna(metál);;;Fekete;;;;;;;;;;;;;;;;;;;;;-1691 days +05:28:37.661634000;
12301484;1249000.0;3985.0;2008.02.01;Normál;Kombi;166275.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1598.0;64kW,87LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;185/65R15;Gyári kulcsok (3), Benzin+Gáz üzem (LPG), NÁLUNK AKÁR 1 ÉV GARANCIÁVAL (MAPFRE) VÁSÁROLHATJA MEG HASZNÁLT GÉPJÁRMŰVÉT, TELJESKÖRŰ HITELÜGYINTÉZÉS ÉS KEDVEZŐ KGFB KÖTÉS! KÍNÁLATUNK A Járművek ugyanitt MENÜPONT ALATT TALÁLHATÓ! Nyitvatartásunk: H-P 08.00-17.00-ig, Sz. 09.00-13.00-ig. gps: 46.881650, 19.704500E TELEFONSZÁMAINK: , +36-20/233-13-45, +36-20/342-55-83, +36-20/427-55-87, +36-30/549-11-15, Telephelyünk a BMW márkaképviselettel szemben található!;['ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'utasoldali légzsák', 'vezetőoldali légzsák', 'fedélzeti komputer', 'autóbeszámítás lehetséges', 'szervizkönyv', '25%-tól elvihető'];Kecskemét, Szent László krt. 29;;Személyautó;DACIA;2018.07.18;;;;87.0;Manuális;5.0;Nincs;LOGAN;Világoskék(metál);;25%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-3821 days +05:28:37.661634000;
12359322;4090000.0;12669.0;2013.11.01;Újszerű;Várositerepjáró(crossover);36490.0;5.0;5.0;1325.0;1875.0;408liter;Automataklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;215/65R16;További információkért forduljon hozzánk bizalommal! A hirdetésben szereplő adatok tájékoztató jellegűek, az esetleges hibákért felelősséget nem vállalunk. Az eladás, árváltoztatás jogát fenntartjuk!;['bőr belső', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'elektromosan állítható fejtámlák', 'elektromos ülésállítás vezetőoldal', 'elektromos ülésállítás utasoldal', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'APS (parkolóradar)', 'fékasszisztens', 'centrálzár', 'szervokormány', 'tempomat', 'részecskeszűrő', 'elektromosan behajtható külső tükrök', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'rádió', 'CD-s autórádió', 'DVD', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'USB csatlakozó', 'MP3 lejátszás', 'érintőkijelző', '6 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'keveset futott', 'rendszeresen karbantartott', 'törzskönyv'];7020 Dunaföldvár Külső Paksi út 0378/44 hrsz.;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Ezüst(metál);;;;;;;;;;215/65R16;;;;;;;;;;;;;;-1721 days +05:28:37.661634000;
12401822;2390000.0;7403.0;2013.08.01;Kitűnő;Kombi;32849.0;5.0;5.0;998.0;1520.0;573liter;Manuálisklíma;Benzin;898.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;185/65R15;PARKOLÁST SEGÍTŐ RADAR, MULTIFUNKCIÓS KORMÁNY, MANUÁLIS KLÍMA, ELEKTROMOS ABLAKOK ELŐL, STB. SZERVIZKÖNYV, ÖSSZES GYÁRI KULCS, KITŰNŐ GYÁRI ÁLLAPOT, SZAKSZERVIZBEN LEINFORMÁLHATÓ, BEVIZSGÁLTATHATÓ! /// Kedvező hitellehetőség! Mapfre Asistencia - Minőségi használt autó garanciával! Bővebb információért kérem keresse fel értékesítőinket: +36-20/48-00-533, +36-96/436-326, Nyitvatartási idő: H-P: 9-17 SZ: 9-13 CLEAN-CARS ///;['tolatóradar', 'ABS (blokkolásgátló)', 'APS (parkolóradar)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'CD-s autórádió', 'HIFI', 'autóbeszámítás lehetséges', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];9028 Győr Fehérvári u. 91.;Győr;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;LOGAN;Kék;;20%-tólelvihető;Fekete;;;;;;;;185/65R15;;;;;;;;;;;;;-1813 days +05:28:37.661634000;
12460065;1290000.0;3996.0;2011.09.01;Megkímélt;Sedan;22000.0;5.0;4.0;975.0;1535.0;510liter;;Benzin;1149.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;185/65R15;FINANSZÍROZÁS KEDVEZŐ FELTÉTELEKKEL CASCOMENTESEN FORINT ALAPON LEHETSÉGES 25% BEFIZETÉSTŐL. JÁRMŰVEINK A HÉTVÉGI NAPOKON IS MEGTEKINTHETŐK ÉS MEGVÁSÁROLHATÓK.;['ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'vezetőoldali légzsák', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'nem dohányzó', '25%-tól elvihető'];PÉCS;Pécs;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Piros;;25%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-2513 days +05:28:37.661634000;
12513087;2190000.0;6784.0;2013.06.01;Megkímélt;Várositerepjáró(crossover);157840.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;79kW,107LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, magyar okmányokkal;;215/65R16;Frissen szervizelve! Vezérlés csere is!;['ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'elektromos ablak elöl', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'szervizkönyv'];9700 Szombathely Csaba u. 7.;;Személyautó;DACIA;2018.07.18;;;;107.0;Manuális;6.0;Nincs;DUSTER;Fehér;;;Sötétszürke;;;;;;;;;;;;;;;;;;;;;-1874 days +05:28:37.661634000;
12526252;3490000.0;11351.0;2015.10.01;Megkímélt;Várositerepjáró(crossover);120281.0;5.0;5.0;1395.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.10.01;215/65R16;ÁFA-s számlával! GARANTÁLTAN MAGYARORSZÁGI AUTÓ, VÉGIG MÁRKASZERVIZBEN SZERVIZELT, 1. Tulajdonostól! Átvizsgálásra lehetőséget biztosítjuk! ÁFA-S SZÁMLÁT TUDUNK KIÁLLÍTANI, EZÉRT AZ ÁFA VISSZAIGÉNYELHETŐ NYÍLT VÉGŰ LÍZING ESETÉN! AUTÓINKON MINDEN ESETBEN LÁTHATJA A RENDSZÁMOT ÉS A HIRDETÉSBEN AZ ALVÁZSZÁMOT! EZ AZÉRT VAN ÍGY, MERT MI ÓRATEKERGETÉS ÉS EGYÉB ÜGYES ADÓELKERÜLÉSI MANŐVEREK HELYETT, MEGADJUK ÖNNEK AZ ESÉLYT ARRA, HOGY A HIRDETÉSÜNK TARTALMÁT ÉS AZ AUTÓ PARAMÉTEREIT BÁRHOL ÉS BÁRMIKOR LEINFORMÁLJA! ÉLJEN A GYANÚPERREL AZOKBAN AZ ESETEKBEN, AMIKOR EZEKET AZ INFORMÁCIÓKAT NEM TESZIK TRANSZPARENSEN ÖN ELÉ! TALÁN NEM VÉLETLENÜL! EZÉRT VÁLLALUNK AUTÓINK FUTÁSTELJESTMÉNYÉRE 100%-OS GARANCIÁT, amely szerint ha a vásárláskori km óra állás nem valós, úgy visszavásároljuk az autót! A feltüntetett adatokat és felszereltséget kérjük, vásárlás előtt személyesen is ellenőrizze, mert elírás vagy tévedés még a legnagyobb odafigyelésünk mellett is előfordulhat. Cégünk az Ügyfél Vélemény Vizsgálati Központ felmérése alapján 2015 után 2016-ban is kiérdemelte a Megbízható Cég Tanúsítványt, amit csak olyan vállalkozások nyerhetnek el, amelyek az Ügyfelek és az üzleti Partnerek véleménye alapján hiteles üzletpolitikát folytatnak!;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'függönylégzsák', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Szentendre,Dózsa Gy.26.,Megyeri-hídtól 2 percre;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Fehér;UU1HSDJ9G53886236;20%-tólelvihető;Fekete;698000;84hónap;;;;;;;;;;;;;;;;;;;-1022 days +05:28:37.661634000;439 days 05:28:37.653341000
12529129;410000.0;1270.0;2005.07.01;Normál;Sedan;501000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin/Gáz;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.07.01;165/80R14;km futását meghazudtoló műszaki állapotú autó, kiváló motorral, kifogástalan gáz- rendszerrel. Készpénzes autó felvásárlás, helyszíni biztosítás kötés, csere, autó beszámítás. Kérjük tekintse meg további járműveinket.;['fűthető ülés', 'plüss kárpit', 'hátsó oldal légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'fűthető szélvédő', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'szervokormány', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'rendszeresen karbantartott', 'törzskönyv'];Debrecen, Határ út- 4. számú főút kereszteződése;Debrecen;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Piros;;;Szürke;;;;;;;;;;;;;;;;;;;;;-4766 days +05:28:37.661634000;-18 days +05:28:37.653341000
12548216;550000.0;1704.0;2004.11.01;Normál;Sedan;166000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.11.01;165/80R14;A télikerék és nyárikerék szettett is 2015-ben vettem rá. Az árminimálisan alkú képes. A nyári kerék szetett 50.000Ft-ért oda adom.;['kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'CD-s autórádió', 'USB csatlakozó', 'garázsban tartott', 'hölgy tulajdonostól', 'nem dohányzó'];Mohács (7700);Mohács;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Fehér;;;;;;;;;;;;;;;;;;;;;;;;-5008 days +05:28:37.661634000;105 days 05:28:37.653341000
12638715;3249000.0;10064.0;2014.02.01;Normál;Várositerepjáró(crossover);180000.0;5.0;5.0;1294.0;1844.0;475liter;Manuálisklíma;Dízel;1461.0;82kW,111LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.02.01;215/65R16;Magyarországon újonnan üzembe helyezett, rendszeresen renault márkaszervizben szervizelt, 90%-ban autópályán használt, kifogástalan műszaki és esztétikai állapotban van! 1. tulaj!;['fűthető ülés', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'centrálzár', 'szervokormány', 'tempomat', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'GPS (navigáció)', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv'];5100 Jászberény Nagykátai u. 28;;Személyautó;DACIA;2018.07.18;;;;111.0;Manuális;6.0;Nincs;DUSTER;;;;;;;;;;;;;;;;;;;;;;;;;-1629 days +05:28:37.661634000;562 days 05:28:37.653341000
12651301;1999999.0;6195.0;2014.06.01;Megkímélt;Sedan;154000.0;5.0;4.0;1033.0;1590.0;510liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.06.01;185/65R15;Kérjük tekintse meg további kínálatunkat a járművek ugyanitt menüpont alatt. Autóinkra azonnali hitel ügyintézést illetve biztosítás kötést is vállalunk. A pontos adatokról személyesen tájékozódjon. Kereskedésünk a Fővárosi Autópiaccal sréhen szemben található!;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'multifunkciós kormánykerék', 'függönylégzsák', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'tempomat', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'GPS (navigáció)', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'WMA lejátszás', 'érintőkijelző', '2 DIN', '4 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];1204 Bp. Nagykőrösi út 329.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;LOGAN;Kék(metál);;;Fekete;;;;;;;;;;;;;;;;;;;;;-1509 days +05:28:37.661634000;-48 days +05:28:37.653341000
12651325;1799999.0;5576.0;2014.06.01;Megkímélt;Sedan;195000.0;5.0;4.0;1033.0;1590.0;510liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.06.01;185/65R15;Kérjük tekintse meg további kínálatunkat a járművek ugyanitt menüpont alatt. Autóinkra azonnali hitel ügyintézést illetve biztosítás kötést is vállalunk. A pontos adatokról személyesen tájékozódjon. Kereskedésünk a Fővárosi Autópiaccal sréhen szemben található!;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'multifunkciós kormánykerék', 'függönylégzsák', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'tempomat', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'WMA lejátszás', 'érintőkijelző', '2 DIN', '4 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];1204 Bp. Nagykőrösi út 329.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;LOGAN;Kék(metál);;;Fekete;;;;;;;;;;;;;;;;;;;;;-1509 days +05:28:37.661634000;-48 days +05:28:37.653341000
12667393;2360000.0;7310.0;2011.03.01;Normál;Várositerepjáró(crossover);73298.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.09.01;215/65R16;Jelenlegi hirdetésben szereplő autó németországi partnerünknél található. A gépjárművet 15-20 munkanapos, szerződésben vállalt határidővel behozzuk és magyar rendszámmal átadjuk leendő tulajdonosának! Sürgős esetben 6-8 munkanapos határidőt is tudunk vállalni, ami minimális extra költséggel jár. Leinformált, műszakilag és esztétikailag megkímélt, átnézett autókról van szó. Ajánlataink többsége frissen szervizelt, illetve folyamatosan vezetett szervizkönyvvel rendelkeznek. Megrendelés esetén, a megbeszélt feltételekkel, a gépjárművet hazaszállítjuk, papír ügyintézést átvállaljuk. Értékesített gépjárműveinkre három hónap garanciát vállalunk!;['fűthető ülés', 'utasoldali légzsák', 'vezetőoldali légzsák', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'elektromos ablak elöl', 'elektromos ablak hátul', 'CD-s autórádió', '10 hangszóró', 'első tulajdonostól', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;DUSTER;Fekete(metál);;;;;;;;;;;;;;;;;;;;;;;;-2697 days +05:28:37.661634000;409 days 05:28:37.653341000
